date,t,volume,seares,sea,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,S2,S,CIMF1,CIMF2,CIMF3,CIMF4,CIMF5,CIMF6,IMF1,IMF2,IMF3,IMF4,IMF5,emdres,SSA1,SSA2,SSA3,SSA4,SSA5,SSA6,SSA7,SSA8,SSA9,SSA10,SSA11,SSA12,WD1,WD2,WD3,WD4,WD5,WD6,WD7,CE1,CE2,CE3,CE4,CE5,CE6,CE7,EE1,EE2,EE3,EE4,EE5,EE6,EE7,E1,E2,E3,E4
2014/3/31,99,22616,16723.88577,5892.114228,,,,,,,,,,,,,,,14.73765361,-438.0241744,-516.1799569,-540.2709741,-288.6226434,18492.24587,5014.646121,-855.5980819,-998.466277,-75.52502277,19530.94326,17601.35388,,,,,,,,,,,,,1429.550886,3786.308645,255.9778783,-473.5051044,-583.6081267,-380.6163426,18595.43101,4155.597172,913.2413844,-415.1401049,-577.4369424,-263.9370592,2740.521553,16063.154,4137.95663,974.4768343,-522.6374201,-554.3540473,-215.5183476,13588.67196,5208.559788,,,,
2014/4/30,100,21573,17053.96552,4519.034476,,,,,,,,,,,,,,,148.0143228,-334.7873866,-451.4525778,-524.1822509,-277.1102029,18493.48362,4161.530835,-1147.251025,-953.4865835,-25.86724676,19538.07402,17411.46916,,,,,,,,,,,,,607.1538718,4605.166299,-893.7137687,-389.3458346,-561.7033388,-381.0666167,18599.66886,2734.815971,1555.525826,-783.8568772,-489.921205,-251.3198256,2744.801012,16062.9551,2688.105424,1463.513549,-661.8835069,-524.9910969,-195.1051299,13595.24246,5208.968,,,,
2014/5/31,101,15795,17144.10476,-1349.104756,,,,,,,,,,,,,,,-126.8400768,-139.485094,-327.3969281,-493.129193,-263.8045501,18494.7606,-1699.326618,-1190.462994,-884.1761012,23.97585871,19544.98985,17494.32662,,,,,,,,,,,,,-673.340758,855.9398789,-1819.598996,-257.3958288,-521.7723874,-379.8413502,18603.97778,-2264.949469,807.9086439,-941.5518599,-383.2541175,-235.4072007,2749.476274,16062.77773,-2314.087547,580.1353256,-638.9305367,-473.1976539,-171.227702,13602.04869,5209.392148,,,,
2014/6/30,102,12728,17823.2576,-5095.257598,,,,,,,,,,,,,,,153.8249218,33.09807564,-162.0547706,-448.8579366,-248.8265763,18496.07389,-5140.823457,-961.2533141,-795.3003267,73.69636006,19551.68074,17868.82346,,,,,,,,,,,,,-428.8378115,-2224.90121,-2278.908197,-93.13536791,-464.7795834,-376.8984706,18608.07069,-4203.705086,-510.0571573,-896.0742955,-262.6893001,-216.6097067,2754.515021,16062.62053,-4247.427219,-828.2582624,-469.7166503,-398.6810802,-144.1969207,13609.06601,5209.831255,,,,
2014/7/31,103,13332,17870.4593,-4538.459301,,,,,,,,,,,,,,,-153.3505205,125.2689505,26.53213211,-393.1146178,-232.2971726,18497.42053,-5197.945632,-459.0956278,-692.0817081,122.9863238,19558.13664,18529.94563,,,,,,,,,,,,,629.0602846,-3066.435836,-2149.244262,83.44218679,-392.3085427,-372.2117263,18612.08902,-3161.936332,-1350.099376,-648.9532483,-134.0581471,-195.3169239,2759.881828,16062.4822,-3189.276119,-1692.944512,-196.2494822,-304.351815,-114.4624228,13616.26854,5210.284352,,,,
2014/8/31,104,14787,17987.75347,-3200.753465,,,,,,,,,,,,,,,-319.2315842,130.319712,219.8503558,-327.6453727,-214.3372303,18498.79759,-4575.066577,205.9164775,-579.7352667,171.5378162,19564.34755,19362.06658,,,,,,,,,,,,,416.5731202,-2351.324217,-1460.436507,250.4410121,-306.4976664,-365.7561261,18615.9052,-2657.697766,-960.5837307,-249.4414848,-1.306660953,-171.8753472,2765.543413,16062.36158,-2658.253907,-1232.884982,124.9129151,-194.9911835,-82.51758965,13623.62967,5210.750465,,,,
2014/9/30,105,17177,18688.91156,-1511.91156,,,,,,,,,,,,,,,179.5757022,61.81726278,396.5804427,-254.1963374,-195.0676408,18500.20213,-3026.421552,877.5512426,-463.4760236,219.0429039,19570.30343,20203.42155,,,,,,,,,,,,,-1593.1395,730.0309354,-387.5172408,387.0585205,-209.9786709,-357.5213238,18619.80247,-2198.757767,332.0319465,224.9367807,131.7706079,-146.7048174,2771.465806,16062.25744,-2179.443652,227.4474489,410.4511543,-75.66108687,-48.88208867,13631.12245,5211.228621,,,,
2014/10/31,106,26062,19044.00893,7017.99107,,,,,,,,,,,,,,,384.6815812,-23.68537544,530.5044549,-174.5136479,-174.6092952,18501.63121,5171.105641,1398.22545,-348.5189999,265.1936532,19575.99425,20890.89436,,,,,,,,,,,,,2023.843874,4609.057226,793.9174608,476.3826571,-105.7692248,-347.499089,18623.48498,4975.436912,1425.018249,681.2116239,260.7977592,-120.2472602,2777.614145,16062.16857,5017.930216,1580.728711,579.1360567,48.66030316,-14.10224401,13638.71949,5211.717844,,,,
2014/11/30,107,23052,18528.13764,4523.862364,,,,,,,,,,,,,,,-289.4636429,-36.37066472,594.3165771,-90.34344045,-153.0830849,18503.0819,1763.610082,1637.377001,-240.0792168,309.6821307,19581.41,21288.38992,,,,,,,,,,,,,-1289.911853,3772.599191,1778.547573,507.7402669,2.828452668,-335.6972438,18627.06754,1905.99968,995.9704482,1016.431801,380.5703504,-93.01912991,2783.953124,16062.09373,1940.721431,1477.830016,580.0380097,173.1816927,21.25752915,13646.393,5212.217158,,,,
2014/12/31,108,18029,19239.09811,-1210.098111,,,,,,,,,,,,,,,159.689162,131.8202578,577.015078,-3.367728556,-130.6099012,18504.55124,-3349.698836,1582.581658,-142.6238728,352.2004026,19586.54065,21378.69884,,,,,,,,,,,,,-648.9793505,-2520.209954,2310.039853,478.1123245,112.3496617,-322.127007,18630.39607,-1949.983875,-462.2723736,1167.638101,486.680847,-65.54158734,2790.44722,16062.03167,-1930.977577,303.4228554,439.0397319,293.0492497,56.62385872,13654.11472,5212.725581,,,,
2015/1/31,109,17652,19174.29937,-1522.299375,,,,,,,,,,,,,,,-111.7053616,308.9083746,493.4375627,84.93311818,-107.3106352,18506.03631,-3523.214104,1248.442025,-57.04462232,392.4405355,19591.37616,21175.2141,,,,,,,,,,,,,2694.270812,-6217.669368,2246.904448,392.5239515,219.2822929,-306.8145531,18633.74473,-1194.508925,-1628.222322,1077.467513,576.519789,-38.29933129,2797.062076,16061.9812,-1196.69093,-726.4172356,207.5173182,403.027604,91.4203487,13661.85591,5213.24213,,,,
2015/2/28,110,15599,19120.58404,-3521.584037,,,,,,,,,,,,,,,-30.05878066,189.3501265,364.26566,172.7990476,-83.30617833,18507.53416,-5091.44529,645.5924522,18.85171391,430.0945959,19595.90653,20690.44529,,,,,,,,,,,,,-3036.899853,-1883.79247,1598.945346,263.26141,320.2013834,-289.7901608,18636.83353,-4054.746899,-586.9803802,737.1593059,649.5697108,-11.70808723,2803.765158,16061.94119,-4061.98718,217.6444161,-59.77438693,497.8466685,125.0745625,13669.58747,5213.765816,,,,
2015/3/31,111,25169,18972.51658,6196.483423,,,,,,,,,,,,,,,230.4076979,-175.9115442,209.8049913,257.8909932,-58.71742178,18509.04186,5179.378737,-163.197666,87.84256787,464.85465,19600.12171,19989.62126,,,,,,,,,,,,,1389.782969,4373.845819,526.1150919,108.0904046,411.8939875,-271.0990234,18639.80992,4082.231837,1269.903373,225.6007381,704.8926544,13.93611823,2810.524632,16061.91065,4077.192354,1776.84827,-305.0287177,572.4410116,157.0306503,13677.28016,5214.295649,,,,
2015/4/30,112,22895,18110.14556,4784.854443,,,,,,,,,,,,,,,-203.0288333,-551.7091294,50.35277966,337.6395317,-33.66525684,18510.55647,3576.097782,-934.2276087,152.7053716,496.4127645,19604.01169,19318.90222,,,,,,,,,,,,,297.0786428,4475.110749,-699.3321188,-52.25992153,491.4707834,-250.791464,18642.55139,1934.116017,1662.666928,-361.4299681,741.9676385,38.48276563,2817.307964,16061.88865,1927.309603,1728.48637,-471.9147079,622.6422166,186.7700608,13684.90491,5214.83064,,,,
2015/5/31,113,16795,18391.33112,-1596.331123,,,,,,,,,,,,,,,93.31951493,-518.1857971,-97.05492348,409.4478608,-8.270574783,18512.07504,-2077.847909,-1475.397093,216.217557,524.4610057,19607.56644,18872.84791,,,,,,,,,,,,,-324.3981687,110.691454,-1758.669211,-196.9986249,556.4652311,-228.9316281,18645.34426,-2737.664589,741.2644129,-918.1559389,761.913881,61.68548286,2824.08249,16061.87426,-2732.303327,271.4489273,-515.1652617,646.6980563,213.8279666,13692.43314,5215.369804,,,,
2015/6/30,114,13202,18480.25206,-5278.252059,,,,,,,,,,,,,,,-48.49433285,-246.0457684,-226.8638082,470.7155975,17.34573313,18513.59464,-5627.571183,-1611.039224,281.1430346,548.69144,19610.77593,18829.57118,,,,,,,,,,,,,-600.7859285,-2561.290574,-2367.020754,-308.0726167,604.9226837,-205.5893103,18647.89455,-4623.683719,-603.7612702,-1312.00831,765.5191921,83.25058171,2830.816956,16061.86657,-4591.947861,-1572.382833,-431.6535324,646.6430028,237.8504571,13699.83711,5215.912166,,,,
2015/7/31,115,14205,18827.14365,-4622.143652,,,,,,,,,,,,,,,163.8227328,-83.56394179,-330.1317066,518.8414635,43.06277561,18515.11233,-5097.314855,-1229.501343,349.3899194,568.796134,19613.63015,19302.31486,,,,,,,,,,,,,685.5281943,-2854.504041,-2350.682873,-372.5486584,635.4741499,-180.846825,18650.31705,-2713.102653,-1431.88936,-1404.243977,751.9886788,102.9047257,2837.477793,16061.86479,-2681.808094,-2694.136188,-231.912936,625.6145595,258.6937971,13707.09032,5216.456758,,,,
2015/8/31,116,15206,18658.04649,-3452.046494,,,,,,,,,,,,,,,-262.5999046,180.2849616,-396.3923632,551.3689711,68.75966141,18516.62516,-4931.824311,-482.4078657,419.6459703,584.467154,19616.11905,20137.82431,,,,,,,,,,,,,488.5858462,-2334.949523,-1701.424852,-384.157123,647.3761682,-154.7931641,18652.45662,-2399.45232,-1043.974556,-1098.425826,721.5759958,120.3770166,2844.031402,16061.86829,-2386.925808,-2261.86318,57.49509927,586.0613499,276.3386436,13714.16758,5217.002611,,,,
2015/9/30,117,17079,18838.00694,-1759.006941,,,,,,,,,,,,,,,-496.489457,571.3885765,-416.0362269,566.698337,94.31549924,18518.13021,-4005.359255,380.9328242,489.7972376,595.3965664,19618.23263,21084.35926,,,,,,,,,,,,,-1867.7445,718.3716838,-588.6212847,-343.8964071,640.5313859,-127.5290433,18654.58539,-2175.328064,12.90825043,-482.2981111,675.8768095,135.5201894,2850.444438,16061.87649,-2168.606782,-871.4699895,364.9849292,530.3161543,290.8138474,13721.04539,5217.54876,,,,
2015/10/31,118,27295,20209.61711,7085.382888,,,,,,,,,,,,,,,460.7954023,925.8117486,-380.7987202,564.5737096,119.6104401,18519.62453,5413.5076,1102.525346,557.7297715,601.2764378,19619.96085,21881.4924,,,,,,,,,,,,,2369.266332,5336.725599,681.95489,-259.5597093,615.4875282,-99.16199251,18656.4218,6461.160306,892.1308407,259.5859891,615.1830248,148.3674642,2856.683555,16061.88882,6442.464784,520.3118962,623.6228731,460.9076816,302.1675368,13727.70298,5218.094244,,,,
2015/11/30,119,23853,19110.20484,4742.795156,,,,,,,,,,,,,,,-325.56794,512.5248424,-287.7587274,545.3711747,144.5303101,18521.10518,1538.081145,1470.496717,621.3296222,601.7986402,19621.29388,22314.91885,,,,,,,,,,,,,-1466.670594,4551.309128,1756.696691,-144.3804602,573.4145176,-69.8082008,18658.11215,2251.095078,1022.007805,956.3752744,539.7512626,159.1456552,2862.720249,16061.90468,2224.818867,1201.462761,782.6395601,380.2260432,310.4556405,13734.1223,5218.638107,,,,
2015/12/31,120,17644,18817.36377,-1173.363774,,,,,,,,,,,,,,,268.1933675,-499.0080481,-152.9085446,509.545148,168.9726234,18522.56922,-4690.069216,1437.194736,677.9975471,596.6514428,19622.22549,22334.06922,,,,,,,,,,,,,-677.5476578,-3138.177441,2343.662653,-14.99316413,516.0551643,-39.59093695,18659.53407,-4115.995374,783.6924042,1427.705258,450.0190541,168.1235934,2868.531707,16061.92336,-4132.361056,1408.54607,802.7683794,290.2810602,315.7387453,13740.28692,5219.179385,,,,
2016/1/31,121,16503,17941.2898,-1438.289802,,,,,,,,,,,,,,,-332.4541676,-903.7083766,3.053683264,457.5300459,192.854894,18524.01372,-5433.659687,1005.368555,723.0185578,585.5116171,19622.76096,21936.65969,,,,,,,,,,,,,2690.329439,-7694.352679,2302.643344,110.9350472,445.6499851,-8.641246294,18660.97557,-5196.560074,731.6259566,1508.871616,347.5268025,175.4940624,2874.097559,16061.94408,-5209.665689,1562.16216,668.4202121,192.9936356,318.0871045,13746.18148,5219.717112,,,,
2016/2/29,122,16076,19586.55056,-3510.550565,,,,,,,,,,,,,,,434.940768,-133.5572728,153.8764119,389.755638,216.0992821,18525.43573,-5063.796549,198.3409931,750.4890245,568.0581318,19622.9084,21139.79655,,,,,,,,,,,,,-2672.654649,-2193.819874,1679.544066,217.0602018,364.8541697,22.90297698,18662.14637,-5557.423669,1128.602074,1148.41124,233.6155018,181.429564,2879.399275,16061.96601,-5561.630405,1866.393054,388.0186715,90.8621926,317.5986318,13751.79141,5220.250321,,,,
2016/3/31,123,25992,19558.62239,6433.377605,,,,,,,,,,,,,,,-549.918457,785.3343847,251.0945001,306.6516875,238.6279545,18526.83232,5868.835292,-797.8119297,754.1493251,544.1512425,19622.67607,20123.16471,,,,,,,,,,,,,520.8869504,5517.103909,672.597338,290.3834158,276.6278802,54.9001523,18663.16656,4592.535089,1677.676499,477.9789697,111.412688,185.9867827,2884.421591,16061.98838,4601.246829,2092.387139,15.4827003,-11.98481606,314.3962298,13757.10278,5220.778046,,,,
2016/4/30,124,25589,20544.30292,5044.697083,,,,,,,,,,,,,,,703.0454714,588.1129081,255.1837371,209.3971815,260.363078,18528.20054,6273.062994,-1547.526255,727.087512,514.3034084,19622.07234,19315.93701,,,,,,,,,,,,,1439.274757,5344.254499,-449.465997,322.6632794,184.1324225,87.20148666,18663.88749,5190.206034,1563.118976,-290.3501156,-14.37877379,189.2458678,2889.14758,16062.01043,5211.770551,1572.951429,-378.4496203,-110.8147751,308.610553,13762.10244,5221.299312,,,,
2016/5/31,125,16273,18066.69209,-1793.692087,,,,,,,,,,,,,,,-824.2731871,-206.5642408,184.5976028,102.1676313,281.2268191,18529.53746,-2675.74245,-1813.781861,662.2208498,479.1978531,19621.10561,18948.74245,,,,,,,,,,,,,-1289.89534,-186.2457852,-1434.367827,311.1094121,90.59817437,119.6546938,18664.58846,-1856.230918,91.68989237,-970.8448028,-138.5824575,191.375973,2893.560923,16062.03139,-1834.523548,-252.9888745,-720.9917167,-200.753322,300.3747564,13766.77828,5221.81315,,,,
2016/6/30,126,13751,19192.79324,-5441.79324,,,,,,,,,,,,,,,788.9752674,-490.3351945,72.28539225,-10.11371358,301.1413447,18530.84014,-5417.964026,-1446.10446,555.7640224,439.5201916,19619.78427,19168.96403,,,,,,,,,,,,,-40.41731513,-3182.878313,-2098.507557,258.3065783,-0.785746324,152.100907,18664.99524,-1558.138992,-2163.425923,-1420.812023,-258.8524216,192.5327199,2897.646186,16062.05045,-1576.872119,-2727.844684,-952.0288325,-277.0526352,289.8315645,13771.11951,5222.318596,,,,
2016/7/31,127,13997,18657.2756,-4660.275597,,,,,,,,,,,,,,,287.8396068,-311.1691714,-49.00532369,-122.5239747,320.0288213,18532.10564,-6071.941096,-362.262628,417.1309562,395.956039,19618.11673,20068.9411,,,,,,,,,,,,,424.4957715,-3028.103432,-2332.1732,171.4964309,-87.00757356,184.3834396,18665.26087,116.2068042,-3394.928804,-1508.348083,-372.3133513,192.9287116,2901.387895,16062.06683,68.23346733,-4002.115698,-1012.438966,-336.2913045,277.1672147,13775.11666,5222.814701,,,,
2016/8/31,128,14986,18620.23473,-3634.234731,,,,,,,,,,,,,,,110.8675728,14.98418288,-146.6191873,-230.1402736,337.8114158,18533.33102,-6439.286113,1200.948339,259.0353883,349.1910103,19616.11137,21425.28611,,,,,,,,,,,,,524.568962,-2235.528893,-2080.030641,61.37184392,-165.3256108,216.33961,18665.26838,-531.2807703,-2010.428348,-1158.083594,-473.9113652,192.8525983,2904.771902,16062.07958,-560.9411296,-2472.8476,-860.0926407,-378.5034721,262.6507863,13778.76151,5223.300533,,,,
2016/9/30,129,16428,18400.09755,-1972.097551,,,,,,,,,,,,,,,-158.2023483,182.6532598,-185.238262,-328.0397321,354.4112948,18534.51334,-6083.152413,2503.274028,94.19105587,299.9107207,19613.77661,22511.15241,,,,,,,,,,,,,-1623.817733,767.0353415,-1335.252927,-59.37958149,-233.3835851,247.8089999,18665.30962,-2987.82681,1333.092671,-518.1891943,-561.4443085,192.4939747,2907.786022,16062.08764,-3001.649774,1128.268383,-548.1175515,-405.9010326,246.6012445,13782.04698,5223.775166,,,,
2016/10/31,130,25641,18567.29037,7073.709628,,,,,,,,,,,,,,,174.1801074,41.19274568,-142.2126899,-411.270076,369.750625,18535.64966,3224.265874,2621.578383,-64.76586819,248.8007853,19611.12083,22416.73413,,,,,,,,,,,,,1961.835923,5371.519614,-169.3598537,-177.5770672,-289.2798916,278.6261282,18665.09657,2699.807107,4222.813249,188.1471371,-634.2382668,191.9585632,2910.422319,16062.08989,2704.803315,4275.030111,-154.3475779,-421.1062193,229.3644845,13784.96712,5224.237684,,,,
2016/11/30,131,23373,18431.71545,4941.284551,,,,,,,,,,,,,,,87.19766068,-52.46953414,-48.26321213,-475.2380777,383.7515731,18536.73704,2811.400535,962.4172106,-205.5169913,196.546819,19608.15243,20561.59947,,,,,,,,,,,,,-1001.356353,4793.844698,1219.170804,-280.8947293,-331.6529197,308.633908,18664.75003,865.5118351,3243.192156,789.4585468,-691.2447416,191.3192595,2912.677734,16062.08521,866.5018525,3458.219978,247.173212,-426.5697146,211.3061523,13787.51712,5224.687189,,,,
2016/12/31,132,16574,17683.39676,-1109.396762,,,,,,,,,,,,,,,-745.8793486,-42.07081632,54.46570546,-517.2276321,396.3363059,18537.77255,-1351.227953,-1507.634711,-315.8515792,143.834437,19604.87981,17925.22795,,,,,,,,,,,,,-1545.881011,-2652.489274,2488.011633,-358.9283306,-359.7050072,337.670492,18664.1206,-2380.435162,-703.1611184,1219.200481,-728.7673564,190.5353088,2914.555265,16062.07258,-2374.933454,-429.6360595,598.4205905,-424.2808258,192.7981218,13789.69361,5225.122818,,,,
2017/1/31,133,18212,19602.64425,-1390.644253,,,,,,,,,,,,,,,1067.656487,-5.36913702,129.1759384,-534.9993478,407.4270738,18538.75324,1990.054668,-3087.148864,-383.566421,91.34925437,19601.31136,16221.94533,,,,,,,,,,,,,4271.624004,-7527.843765,3214.691397,-403.9279851,-373.2347481,365.5814068,18663.48624,2720.012774,-4367.391497,1435.942849,-744.2985731,189.6196337,2916.063728,16062.05109,2713.310575,-4125.526802,845.3226731,-415.8907145,174.2148245,13791.49499,5225.543761,,,,
2017/2/28,134,13818,17332.85077,-3514.850767,,,,,,,,,,,,,,,-1234.967506,-7.76731811,145.28273,-526.3393037,416.9659972,18539.67617,-3791.562854,-1627.415108,-400.2544173,39.77688619,19597.45549,17609.56285,,,,,,,,,,,,,-4507.933487,-2993.600531,3046.40589,-411.2123428,-372.6245235,392.2085488,18662.57129,-3540.901365,-2509.973865,1440.03527,-739.0786808,188.6829004,2917.215748,16062.01999,-3535.360215,-2365.841107,949.2112969,-402.8475969,155.9331928,13792.92136,5225.949266,,,,
2017/3/31,135,26432,19839.38234,6592.617659,,,,,,,,,,,,,,,1198.251268,65.52244987,100.1546752,-490.0578816,424.9734178,18540.53841,5860.376086,1361.193286,-372.6954709,-10.19449604,19593.32059,20571.62391,,,,,,,,,,,,,1865.476834,4343.927116,1879.237174,-379.3108361,-358.8269018,417.408256,18661.52807,4717.251846,1991.398189,1270.664865,-715.1579754,187.8386069,2918.025729,16061.97874,4714.884629,2016.707762,934.2838629,-387.2045382,138.3273161,13793.97443,5226.338668,,,,
2017/4/30,136,24450,19231.10122,5218.898781,,,,,,,,,,,,,,,567.1644424,95.92833325,24.30248603,-429.1205583,431.4894983,18541.33702,2088.673248,3141.754004,-311.4850383,-57.85727872,19588.91507,22361.32675,,,,,,,,,,,,,809.8902871,5208.337607,-29.50096646,-309.9082504,-333.3062006,441.0343487,18660.23974,874.9673407,4071.327471,1009.3183,-673.1540331,187.0965261,2918.517443,16061.92695,857.3794581,3979.521951,840.0488514,-370.7489529,121.7579263,13794.65738,5226.711374,,,,
2017/5/31,137,16197,18122.85403,-1925.85403,,,,,,,,,,,,,,,-484.5860199,39.93240441,-62.1161574,-349.000846,436.5555957,18542.06905,-6478.999791,3421.474914,-227.2581547,-102.4642693,19584.2473,22675.99979,,,,,,,,,,,,,-1105.028383,778.8173301,-2096.692217,-207.6544774,-297.9681168,462.9536645,18658.99993,-6724.51306,3648.270671,720.6239326,-614.2546938,186.2883056,2918.720527,16061.86432,-6744.581082,3463.199544,701.021576,-355.1605084,106.561304,13794.97444,5227.066856,,,,
2017/6/30,138,12455,17987.09599,-5532.095991,,,,,,,,,,,,,,,-492.8267234,-108.0777573,-140.0997059,-254.845004,440.213604,18542.73158,-9430.054766,2579.369179,-130.3816832,-143.2584307,19579.3257,21885.05477,,,,,,,,,,,,,-411.4047833,-2334.667782,-3608.547406,-79.88494424,-255.076556,483.0317085,18657.5239,-8592.409616,2004.993512,418.5643511,-541.8633241,185.2581727,2918.666378,16061.79053,-8604.234653,1756.118284,532.3838206,-341.9856997,93.01282958,13794.93062,5227.404663,,,,
2017/7/31,139,13965,18651.72913,-4686.729132,,,,,,,,,,,,,,,307.9492195,-300.7281982,-190.2217746,-151.0975827,442.5058165,18543.32165,-6406.635853,1007.070335,-30.11057564,-179.4825684,19574.15866,20371.63585,,,,,,,,,,,,,1395.290192,-2447.643956,-4000.663997,63.74863361,-207.1488911,501.1537626,18655.93737,-5104.144641,248.6418265,115.6984529,-459.0487416,183.7545735,2918.393262,16061.70527,-5114.682465,-39.62888357,344.3660003,-331.0972931,81.25398796,13794.5314,5227.724424,,,,
2017/8/31,140,14749,18481.71661,-3732.716605,,,,,,,,,,,,,,,74.50278464,-344.8945419,-193.1202318,-42.08286026,443.4751268,18543.83633,-3834.444894,-839.508431,64.57823321,-210.379488,19568.75458,18583.44489,,,,,,,,,,,,,-35.37775604,-1351.2983,-3095.460424,211.7660303,-156.8528574,517.2044184,18654.09664,-2580.166949,-1288.923642,-174.9856501,-367.9900853,181.5138691,2917.944154,16061.6083,-2575.693913,-1593.626186,146.4578648,-320.7497636,71.30859344,13793.78276,5228.025841,,,,
2017/9/30,141,16359,18485.71576,-2126.715755,,,,,,,,,,,,,,,-201.6728303,-232.3637577,-135.4429316,67.757821,443.1639939,18544.27346,-622.4068737,-2491.230793,144.7078085,-235.1919954,19563.12185,16981.40687,,,,,,,,,,,,,-2575.530236,685.0537898,-1183.761077,351.5059069,-106.8723545,531.0852979,18652.2861,412.8878835,-2491.169047,-450.3820993,-269.5025503,178.3046018,2917.361694,16061.49952,420.8593162,-2791.939817,-50.48129144,-308.6766589,63.12945727,13792.69176,5228.308687,,,,
2017/10/31,142,25950,18877.89206,7072.107945,,,,,,,,,,,,,,,-255.9951964,2.85222117,-29.03504457,173.8238186,441.6122633,18544.634,9924.092292,-3479.499491,201.3012155,-253.1628961,19557.26888,16025.90771,,,,,,,,,,,,,2596.663823,2656.619042,1087.942154,469.9797248,-59.81042874,542.6983474,542.6983474,10912.60718,-3248.857755,-700.5535873,-165.1090816,173.8470171,2916.687362,16061.37887,10932.5788,-3527.746569,-234.3029343,-292.4826697,56.62629925,13791.26678,5228.572822,,,,
2017/11/30,143,24993,19929.42328,5063.576717,,,,,,,,,,,,,,,286.4142357,279.8108156,107.9395434,271.4797239,438.8592996,18544.91966,8946.318204,-3468.614845,227.6275811,-263.5349957,19551.20406,16046.6818,,,,,,,,,,,,,755.7654055,1525.173665,2969.158322,554.9184993,-18.05473398,551.9692177,551.9692177,10305.19537,-3491.922367,-907.6540139,-57.69240081,167.8625301,2915.96449,16061.24639,10319.80844,-3732.621825,-393.6614086,-269.9397526,51.67985175,13789.51767,5228.818192,,,,
2017/12/31,144,19239,20331.44022,-1092.440216,,,,,,,,,,,,,,,245.6089396,492.3475517,257.3169463,356.0900806,434.9445153,18545.13219,2395.641636,-2661.976753,226.1438138,-265.7444761,19544.93578,16843.35836,,,,,,,,,,,,,-2227.744326,-2236.695524,3880.056371,595.9752179,16.30188052,558.8249064,558.8249064,4410.631396,-3299.332703,-1059.295481,50.47618232,160.1820041,2915.236399,16061.1022,4411.262531,-3479.525097,-523.8268541,-239.873626,48.16476554,13787.45536,5229.044833,,,,
